id	audio	n_frames	tgt_text	src_text
test_ted_1096_10	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1096_10.wav	202	well, i was next.	well, i was next.
test_ted_1096_11	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1096_11.wav	138	the captain waved me over.	the captain waved me over.
test_ted_1096_12	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1096_12.wav	255	he said, "bezos, i need you to go into the house.	he said, "bezos, i need you to go into the house.
test_ted_1096_13	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1096_13.wav	932	i need you to go upstairs, past the fire, and i need you to get this woman a pair of shoes. "(laughter) i swear.	i need you to go upstairs, past the fire, and i need you to get this woman a pair of shoes. "(laughter) i swear.
test_ted_1096_14	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1096_14.wav	1398	so, not exactly what i was hoping for, but off i went — up the stairs, down the hall, past the 'real' firefighters, who were pretty much done putting out the fire at this point, into the master bedroom to get a pair of shoes.	so, not exactly what i was hoping for, but off i went — up the stairs, down the hall, past the 'real' firefighters, who were pretty much done putting out the fire at this point, into the master bedroom to get a pair of shoes.
test_ted_1096_15	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1096_15.wav	1639	now i know what you're thinking, but i'm no hero. (laughter) i carried my payload back downstairs where i met my nemesis and the precious dog by the front door.	now i know what you're thinking, but i'm no hero. (laughter) i carried my payload back downstairs where i met my nemesis and the precious dog by the front door.
test_ted_1096_16	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1096_16.wav	739	we took our treasures outside to the homeowner, where, not surprisingly, his received much more attention than did mine.	we took our treasures outside to the homeowner, where, not surprisingly, his received much more attention than did mine.
test_ted_1096_17	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1096_17.wav	601	a few weeks later, the department received a letter from the homeowner thanking us for the valiant effort displayed in saving her home.	a few weeks later, the department received a letter from the homeowner thanking us for the valiant effort displayed in saving her home.
test_ted_1096_18	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1096_18.wav	590	the act of kindness she noted above all others: someone had even gotten her a pair of shoes.	the act of kindness she noted above all others: someone had even gotten her a pair of shoes.
test_ted_1096_20	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1096_20.wav	1328	in both my vocation at robin hood and my avocation as a volunteer firefighter, i am witness to acts of generosity and kindness on a monumental scale, but i'm also witness to acts of grace and courage on an individual basis.	in both my vocation at robin hood and my avocation as a volunteer firefighter, i am witness to acts of generosity and kindness on a monumental scale, but i'm also witness to acts of grace and courage on an individual basis.
test_ted_1096_21	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1096_21.wav	1418	and you know what i've learned? they all matter. so as i look around this room at people who either have achieved, or are on their way to achieving, remarkable levels of success, i would offer this reminder: don't wait.	and you know what i've learned? they all matter. so as i look around this room at people who either have achieved, or are on their way to achieving, remarkable levels of success, i would offer this reminder: don't wait.
test_ted_1096_22	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1096_22.wav	302	don't wait until you make your first million to make a difference in somebody's life.	don't wait until you make your first million to make a difference in somebody's life.
test_ted_1096_23	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1096_23.wav	278	if you have something to give, give it now.	if you have something to give, give it now.
test_ted_1096_24	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1096_24.wav	428	serve food at a soup kitchen. clean up a neighborhood park. be a mentor.	serve food at a soup kitchen. clean up a neighborhood park. be a mentor.
test_ted_1096_25	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1096_25.wav	702	not every day is going to offer us a chance to save somebody's life, but every day offers us an opportunity to affect one.	not every day is going to offer us a chance to save somebody's life, but every day offers us an opportunity to affect one.
test_ted_1096_26	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1096_26.wav	239	so get in the game. save the shoes.	so get in the game. save the shoes.
test_ted_1096_27	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1096_27.wav	870	thank you.	thank you.
test_ted_1096_29	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1096_29.wav	535	bruno giussani: mark, mark, come back.	bruno giussani: mark, mark, come back.
test_ted_1102_0	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1102_0.wav	410	i just came back from a community that holds the secret to human survival.	i just came back from a community that holds the secret to human survival.
test_ted_1102_1	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1102_1.wav	941	it's a place where women run the show, have sex to say hello, and play rules the day — where fun is serious business.	it's a place where women run the show, have sex to say hello, and play rules the day — where fun is serious business.
test_ted_1102_2	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1102_2.wav	841	and no, this isn't burning man or san francisco. (laughter) ladies and gentlemen, meet your cousins.	and no, this isn't burning man or san francisco. (laughter) ladies and gentlemen, meet your cousins.
test_ted_1102_3	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1102_3.wav	367	this is the world of wild bonobos in the jungles of congo.	this is the world of wild bonobos in the jungles of congo.
test_ted_1102_4	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1102_4.wav	581	bonobos are, together with chimpanzees, your living closest relative.	bonobos are, together with chimpanzees, your living closest relative.
test_ted_1102_5	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1102_5.wav	696	that means we all share a common ancestor, an evolutionary grandmother, who lived around six million years ago.	that means we all share a common ancestor, an evolutionary grandmother, who lived around six million years ago.
test_ted_1102_6	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1102_6.wav	397	now, chimpanzees are well-known for their aggression.	now, chimpanzees are well-known for their aggression.
test_ted_1102_8	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1102_8.wav	674	but unfortunately, we have made too much of an emphasis of this aspect in our narratives of human evolution.	but unfortunately, we have made too much of an emphasis of this aspect in our narratives of human evolution.
test_ted_1102_9	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1102_9.wav	1298	but bonobos show us the other side of the coin. while chimpanzees are dominated by big, scary guys, bonobo society is run by empowered females.	but bonobos show us the other side of the coin. while chimpanzees are dominated by big, scary guys, bonobo society is run by empowered females.
test_ted_1102_10	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1102_10.wav	984	these guys have really worked something out, since this leads to a highly tolerant society where fatal violence has not been observed yet.	these guys have really worked something out, since this leads to a highly tolerant society where fatal violence has not been observed yet.
test_ted_1102_11	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1102_11.wav	436	but unfortunately, bonobos are the least understood of the great apes.	but unfortunately, bonobos are the least understood of the great apes.
test_ted_1102_12	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1102_12.wav	608	they live in the depths of the congolese jungle, and it has been very difficult to study them.	they live in the depths of the congolese jungle, and it has been very difficult to study them.
test_ted_1102_13	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1102_13.wav	1980	the congo is a paradox — a land of extraordinary biodiversity and beauty, but also the heart of darkness itself — the scene of a violent conflict that has raged for decades and claimed nearly as many lives as the first world war.	the congo is a paradox — a land of extraordinary biodiversity and beauty, but also the heart of darkness itself — the scene of a violent conflict that has raged for decades and claimed nearly as many lives as the first world war.
test_ted_1102_14	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1102_14.wav	534	not surprisingly, this destruction also endangers bonobo survival.	not surprisingly, this destruction also endangers bonobo survival.
test_ted_1102_15	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1102_15.wav	1032	bushmeat trades and forest loss means we couldn't fill a small stadium with all the bonobos that are left in the world — and we're not even sure of that to be honest.	bushmeat trades and forest loss means we couldn't fill a small stadium with all the bonobos that are left in the world — and we're not even sure of that to be honest.
test_ted_1102_16	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1102_16.wav	812	yet, in this land of violence and chaos, you can hear hidden laughter swaying the trees.	yet, in this land of violence and chaos, you can hear hidden laughter swaying the trees.
test_ted_1102_17	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1102_17.wav	1440	who are these cousins? we know them as the "make love, not war" apes since they have frequent, promiscuous and bisexual sex to manage conflict and solve social issues.	who are these cousins? we know them as the "make love, not war" apes since they have frequent, promiscuous and bisexual sex to manage conflict and solve social issues.
test_ted_1102_18	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1102_18.wav	932	now, i'm not saying this is the solution to all of humanity's problems — since there's more to bonobo life than the kama sutra.	now, i'm not saying this is the solution to all of humanity's problems — since there's more to bonobo life than the kama sutra.
test_ted_1102_19	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1102_19.wav	348	bonobos, like humans, love to play throughout their entire lives.	bonobos, like humans, love to play throughout their entire lives.
test_ted_1102_20	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1102_20.wav	194	play is not just child's games.	play is not just child's games.
test_ted_1102_21	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1102_21.wav	546	for us and them, play is foundational for bonding relationships and fostering tolerance.	for us and them, play is foundational for bonding relationships and fostering tolerance.
test_ted_1102_22	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1102_22.wav	389	it's where we learn to trust and where we learn about the rules of the game.	it's where we learn to trust and where we learn about the rules of the game.
test_ted_1102_23	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1102_23.wav	1346	play increases creativity and resilience, and it's all about the generation of diversity — diversity of interactions, diversity of behaviors, diversity of connections.	play increases creativity and resilience, and it's all about the generation of diversity — diversity of interactions, diversity of behaviors, diversity of connections.
test_ted_1102_24	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1102_24.wav	777	and when you watch bonobo play, you're seeing the very evolutionary roots of human laughter, dance and ritual.	and when you watch bonobo play, you're seeing the very evolutionary roots of human laughter, dance and ritual.
test_ted_1102_25	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1102_25.wav	273	play is the glue that binds us together.	play is the glue that binds us together.
test_ted_1102_26	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1102_26.wav	663	now, i don't know how you play, but i want to show you a couple of unique clips fresh from the wild.	now, i don't know how you play, but i want to show you a couple of unique clips fresh from the wild.
test_ted_1102_27	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1102_27.wav	498	first, it's a ball game bonobo-style — and i do not mean football.	first, it's a ball game bonobo-style — and i do not mean football.
test_ted_1102_28	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1102_28.wav	564	so here, we have a young female and a male engaged in a chase game.	so here, we have a young female and a male engaged in a chase game.
test_ted_1102_29	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1102_29.wav	134	have a look what she's doing.	have a look what she's doing.
test_ted_1102_30	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1102_30.wav	992	it might be the evolutionary origin of the phrase, "she's got him by the balls." (laughter) only i think that he's rather loving it here, right?	it might be the evolutionary origin of the phrase, "she's got him by the balls." (laughter) only i think that he's rather loving it here, right?
test_ted_1102_31	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1102_31.wav	667	yeah. (laughter) so sex play is common in both bonobos and humans.	yeah. (laughter) so sex play is common in both bonobos and humans.
test_ted_1102_32	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1102_32.wav	2126	and this video is really interesting because it shows — this video's really interesting because it shows the inventiveness of bringing unusual elements into play — such as testicles — and also how play both requires trust and fosters trust — while at the same time being tremendous fun.	and this video is really interesting because it shows — this video's really interesting because it shows the inventiveness of bringing unusual elements into play — such as testicles — and also how play both requires trust and fosters trust — while at the same time being tremendous fun.
test_ted_1102_33	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1102_33.wav	1549	but play's a shapeshifter. (laughter) play's a shapeshifter, and it can take many forms, some of which are more quiet, imaginative, curious — maybe where wonder is discovered anew.	but play's a shapeshifter. (laughter) play's a shapeshifter, and it can take many forms, some of which are more quiet, imaginative, curious — maybe where wonder is discovered anew.
test_ted_1102_34	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1102_34.wav	507	and i want you to see, this is fuku, a young female, and she is quietly playing with water.	and i want you to see, this is fuku, a young female, and she is quietly playing with water.
test_ted_1102_35	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1102_35.wav	675	i think, like her, we sometimes play alone, and we explore the boundaries of our inner and our outer worlds.	i think, like her, we sometimes play alone, and we explore the boundaries of our inner and our outer worlds.
test_ted_1102_36	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1102_36.wav	1135	and it's that playful curiosity that drives us to explore, drives us to interact, and then the unexpected connections we form are the real hotbed for creativity.	and it's that playful curiosity that drives us to explore, drives us to interact, and then the unexpected connections we form are the real hotbed for creativity.
test_ted_1102_37	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1102_37.wav	683	so these are just small tasters into the insights that bonobo give us to our past and present.	so these are just small tasters into the insights that bonobo give us to our past and present.
test_ted_1102_38	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1102_38.wav	1117	but they also hold a secret for our future, a future where we need to adapt to an increasingly challenging world through greater creativity and greater cooperation.	but they also hold a secret for our future, a future where we need to adapt to an increasingly challenging world through greater creativity and greater cooperation.
test_ted_1102_39	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1102_39.wav	468	the secret is that play is the key to these capacities.	the secret is that play is the key to these capacities.
test_ted_1102_40	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1102_40.wav	325	in other words, play is our adaptive wildcard.	in other words, play is our adaptive wildcard.
test_ted_1102_41	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1102_41.wav	484	in order to adapt successfully to a changing world, we need to play.	in order to adapt successfully to a changing world, we need to play.
test_ted_1102_42	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1102_42.wav	319	but will we make the most of our playfulness?	but will we make the most of our playfulness?
test_ted_1102_43	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1102_43.wav	848	play is not frivolous. play's essential. for bonobos and humans alike, life is not just red in tooth and claw.	play is not frivolous. play's essential. for bonobos and humans alike, life is not just red in tooth and claw.
test_ted_1102_44	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1102_44.wav	575	in times when it seems least appropriate to play, it might be the times when it is most urgent.	in times when it seems least appropriate to play, it might be the times when it is most urgent.
test_ted_1102_45	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1102_45.wav	1344	and so, my fellow primates, let us embrace this gift from evolution and play together, as we rediscover creativity, fellowship and wonder.	and so, my fellow primates, let us embrace this gift from evolution and play together, as we rediscover creativity, fellowship and wonder.
test_ted_1102_46	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1102_46.wav	45	thank you.	thank you.
test_ted_1104_0	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1104_0.wav	1597	i want you now to imagine a wearable robot that gives you superhuman abilities, or another one that takes wheelchair users up standing and walking again.	i want you now to imagine a wearable robot that gives you superhuman abilities, or another one that takes wheelchair users up standing and walking again.
test_ted_1104_1	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1104_1.wav	430	we at berkeley bionics call these robots exoskeletons.	we at berkeley bionics call these robots exoskeletons.
test_ted_1104_2	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1104_2.wav	1730	these are nothing else than something that you put on in the morning, and it will give you extra strength, and it will further enhance your speed, and it will help you, for instance, to manage your balance.	these are nothing else than something that you put on in the morning, and it will give you extra strength, and it will further enhance your speed, and it will help you, for instance, to manage your balance.
test_ted_1104_3	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1104_3.wav	535	it is actually the true integration of the man and the machine.	it is actually the true integration of the man and the machine.
test_ted_1104_4	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1104_4.wav	712	but not only that — it will integrate and network you to the universe and other devices out there.	but not only that — it will integrate and network you to the universe and other devices out there.
test_ted_1104_5	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1104_5.wav	209	this is just not some blue sky thinking.	this is just not some blue sky thinking.
test_ted_1104_6	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1104_6.wav	1377	to show you now what we are working on by starting out talking about the american soldier, that on average does carry about 100 lbs. on their backs, and they are being asked to carry more equipment.	to show you now what we are working on by starting out talking about the american soldier, that on average does carry about 100 lbs. on their backs, and they are being asked to carry more equipment.
test_ted_1104_7	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1104_7.wav	1018	obviously, this is resulting in some major complications — back injuries, 30 percent of them — chronic back injuries.	obviously, this is resulting in some major complications — back injuries, 30 percent of them — chronic back injuries.
test_ted_1104_8	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1104_8.wav	886	so we thought we would look at this challenge and create an exoskeleton that would help deal with this issue.	so we thought we would look at this challenge and create an exoskeleton that would help deal with this issue.
test_ted_1104_9	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1104_9.wav	758	so let me now introduce to you hulc — or the human universal load carrier.	so let me now introduce to you hulc — or the human universal load carrier.
test_ted_1104_10	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1104_10.wav	467	soldier: with the hulc exoskeleton, i can carry 200 lbs. over varied terrain for many hours.	soldier: with the hulc exoskeleton, i can carry 200 lbs. over varied terrain for many hours.
test_ted_1104_11	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1104_11.wav	510	its flexible design allows for deep squats, crawls and high-agility movements.	its flexible design allows for deep squats, crawls and high-agility movements.
test_ted_1104_12	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1104_12.wav	488	it senses what i want to do, where i want to go, and then augments my strength and endurance.	it senses what i want to do, where i want to go, and then augments my strength and endurance.
test_ted_1104_13	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1104_13.wav	728	eythor bender: we are ready with our industry partner to introduce this device, this new exoskeleton this year.	eythor bender: we are ready with our industry partner to introduce this device, this new exoskeleton this year.
test_ted_1104_14	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1104_14.wav	87	so this is for real.	so this is for real.
test_ted_1104_15	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1104_15.wav	789	now let's turn our heads towards the wheelchair users, something that i'm particularly passionate about.	now let's turn our heads towards the wheelchair users, something that i'm particularly passionate about.
test_ted_1104_16	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1104_16.wav	459	there are 68 million people estimated to be in wheelchairs worldwide.	there are 68 million people estimated to be in wheelchairs worldwide.
test_ted_1104_17	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1104_17.wav	312	this is about one percent of the total population.	this is about one percent of the total population.
test_ted_1104_18	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1104_18.wav	212	and that's actually a conservative estimate.	and that's actually a conservative estimate.
test_ted_1104_19	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1104_19.wav	1200	we are talking here about, oftentimes, very young individuals with spinal cord injuries, that in the prime of their life — 20s, 30s, 40s — hit a wall and the wheelchair's the only option.	we are talking here about, oftentimes, very young individuals with spinal cord injuries, that in the prime of their life — 20s, 30s, 40s — hit a wall and the wheelchair's the only option.
test_ted_1104_20	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1104_20.wav	370	but it is also the aging population that is multiplying in numbers.	but it is also the aging population that is multiplying in numbers.
test_ted_1104_21	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1104_21.wav	760	and the only option, pretty much — when it's stroke or other complications — is the wheelchair.	and the only option, pretty much — when it's stroke or other complications — is the wheelchair.
test_ted_1104_22	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1104_22.wav	634	and that is actually for the last 500 years, since its very successful introduction, i must say.	and that is actually for the last 500 years, since its very successful introduction, i must say.
test_ted_1104_23	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1104_23.wav	598	so we thought we would start writing a brand new chapter of mobility.	so we thought we would start writing a brand new chapter of mobility.
test_ted_1104_24	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1104_24.wav	1707	let me now introduce you to elegs that is worn by amanda boxtel that 19 years ago was spinal cord injured, and as a result of that she has not been able to walk for 19 years until now.	let me now introduce you to elegs that is worn by amanda boxtel that 19 years ago was spinal cord injured, and as a result of that she has not been able to walk for 19 years until now.
test_ted_1104_26	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1104_26.wav	279	amanda boxtel: thank you.	amanda boxtel: thank you.
test_ted_1104_27	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1104_27.wav	1323	eb: amanda is wearing our elegs set. it has sensors. it's completely non-invasive, sensors in the crutches that send signals back to our onboard computer that is sitting here at her back.	eb: amanda is wearing our elegs set. it has sensors. it's completely non-invasive, sensors in the crutches that send signals back to our onboard computer that is sitting here at her back.
test_ted_1104_28	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1104_28.wav	1291	there are battery packs here as well that power motors that are sitting at her hips, as well as her knee joints, that move her forward in this kind of smooth and very natural gait.	there are battery packs here as well that power motors that are sitting at her hips, as well as her knee joints, that move her forward in this kind of smooth and very natural gait.
test_ted_1104_29	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1104_29.wav	905	ab: i was 24 years old and at the top of my game when a freak summersault while downhill skiing paralyzed me.	ab: i was 24 years old and at the top of my game when a freak summersault while downhill skiing paralyzed me.
test_ted_1104_30	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1104_30.wav	643	in a split second, i lost all sensation and movement below my pelvis.	in a split second, i lost all sensation and movement below my pelvis.
test_ted_1104_31	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1104_31.wav	1359	not long afterwards, a doctor strode into my hospital room, and he said, "amanda, you'll never walk again." and that was 19 yeas ago.	not long afterwards, a doctor strode into my hospital room, and he said, "amanda, you'll never walk again." and that was 19 yeas ago.
test_ted_1104_32	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1104_32.wav	446	he robbed every ounce of hope from my being.	he robbed every ounce of hope from my being.
test_ted_1104_33	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1104_33.wav	795	adaptive technology has since enabled me to learn how to downhill ski again, to rock climb and even handcycle.	adaptive technology has since enabled me to learn how to downhill ski again, to rock climb and even handcycle.
test_ted_1104_34	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1104_34.wav	840	but nothing has been invented that enables me to walk, until now.	but nothing has been invented that enables me to walk, until now.
test_ted_1104_36	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1104_36.wav	11	thank you.	thank you.
test_ted_1104_37	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1104_37.wav	786	eb: as you can see, we have the technology, we have the platforms to sit down and have discussions with you.	eb: as you can see, we have the technology, we have the platforms to sit down and have discussions with you.
test_ted_1104_38	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1104_38.wav	1793	it's in our hands, and we have all the potential here to change the lives of future generations — not only for the soldiers, or for amanda here and all the wheelchair users, but for everyone.	it's in our hands, and we have all the potential here to change the lives of future generations — not only for the soldiers, or for amanda here and all the wheelchair users, but for everyone.
test_ted_1104_39	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1104_39.wav	19	ab: thanks.	ab: thanks.
test_ted_1114_0	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1114_0.wav	915	i have spent the past few years putting myself into situations that are usually very difficult and at the same time somewhat dangerous.	i have spent the past few years putting myself into situations that are usually very difficult and at the same time somewhat dangerous.
