id	audio	n_frames	tgt_text	src_text
test_ted_1096_16	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1096_16.wav	739	Wir trugen unsere Schätze nach draußen zur Hausbesitzerin, wo, nicht überraschend, seiner wesentlich mehr Aufmerksamkeit bekam als meiner.	we took our treasures outside to the homeowner, where, not surprisingly, his received much more attention than did mine.
test_ted_1096_17	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1096_17.wav	601	Einige Wochen später, erhielt die Feuerwache einen Brief der Hausbesitzerin, in dem sie sich für den tapferen Einsatz bei der Rettung ihres Hauses bedankte.	a few weeks later, the department received a letter from the homeowner thanking us for the valiant effort displayed in saving her home.
test_ted_1096_18	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1096_18.wav	590	Eine über allem Maßen geschätzte Freundlichkeit: Jemand hatte ihr sogar ein Paar Schuhe gebracht.	the act of kindness she noted above all others: someone had even gotten her a pair of shoes.
test_ted_1096_20	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1096_20.wav	1328	Sowohl in meinem Beruf bei Robin Hood als auch in meinem Nebenberuf als freiwilliger Feuerwehrmann bin ich Zeuge von Großzügigkeit und Freundlichkeit im großen Maßstab, aber ich sehe auch Taten der Nächstenliebe und des Muts von Einzelnen.	in both my vocation at robin hood and my avocation as a volunteer firefighter, i am witness to acts of generosity and kindness on a monumental scale, but i'm also witness to acts of grace and courage on an individual basis.
test_ted_1096_21	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1096_21.wav	1418	Und wissen Sie was ich gelernt habe? Sie sind alle wichtig. Wenn ich mich also in diesem Raum umsehe und Menschen sehe, die entweder schon einen beachtenswerten Erfolg erreicht haben oder auf ihrem Weg dorthin sind, möchte ich folgende Erinnerung anbieten: Warten Sie nicht.	and you know what i've learned? they all matter. so as i look around this room at people who either have achieved, or are on their way to achieving, remarkable levels of success, i would offer this reminder: don't wait.
test_ted_1096_22	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1096_22.wav	302	Warten Sie nicht damit, einen Unterschied im Leben eines anderen zu machen, bis Sie Ihre erste Million erreicht haben.	don't wait until you make your first million to make a difference in somebody's life.
test_ted_1096_23	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1096_23.wav	278	Wenn Sie etwas zu geben haben, geben Sie es jetzt.	if you have something to give, give it now.
test_ted_1096_24	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1096_24.wav	428	Bedienen Sie in einer Suppenküche, räumen Sie einen Park in der Nachbarschaft auf, seien Sie ein Mentor.	serve food at a soup kitchen. clean up a neighborhood park. be a mentor.
test_ted_1096_25	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1096_25.wav	702	Nicht jeder Tag wird uns eine Chance bieten, das Leben eines Menschen zu retten, aber jeder Tag bietet uns die Möglichkeit, eins zu verändern.	not every day is going to offer us a chance to save somebody's life, but every day offers us an opportunity to affect one.
test_ted_1096_26	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1096_26.wav	239	Also legen Sie los; retten Sie die Schuhe.	so get in the game. save the shoes.
test_ted_1096_27	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1096_27.wav	870	Vielen Dank.	thank you.
test_ted_1096_29	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1096_29.wav	535	Bruno Guissani: Mark, Mark, komm zurück.	bruno giussani: mark, mark, come back.
test_ted_1102_0	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1102_0.wav	410	Ich komme gerade von einer Gemeinschaft zurück, die das Geheimnis des Fortbestands der Menschheit kennt.	i just came back from a community that holds the secret to human survival.
test_ted_1102_1	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1102_1.wav	941	Ein Ort, an dem die Frauen das Zepter führen, mit Sex 'Hallo' sagen, und das Spiel den Tag bestimmt — wo Spaß eine ernste Angelegenheit ist.	it's a place where women run the show, have sex to say hello, and play rules the day — where fun is serious business.
test_ted_1102_2	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1102_2.wav	841	Und nein, es ist nicht Burning Man oder San Francisco. (Lachen) Meine Damen und Herren, Ihre Verwandtschaft.	and no, this isn't burning man or san francisco. (laughter) ladies and gentlemen, meet your cousins.
test_ted_1102_3	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1102_3.wav	367	Dies ist die Welt der wilden Bonobos im Urwald von Kongo.	this is the world of wild bonobos in the jungles of congo.
test_ted_1102_4	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1102_4.wav	581	Bonobos sind zusammen mit Schimpansen unsere nächsten lebenden Verwandten.	bonobos are, together with chimpanzees, your living closest relative.
test_ted_1102_5	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1102_5.wav	696	Das bedeutet, wir haben einen gemeinsamen Vorfahren, eine evolutionäre Großmutter, die vor etwa sechs Millionen Jahren lebte.	that means we all share a common ancestor, an evolutionary grandmother, who lived around six million years ago.
test_ted_1102_6	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1102_6.wav	397	Nun, Schimpansen sind bekannt für ihre Aggressivität.	now, chimpanzees are well-known for their aggression.
test_ted_1102_8	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1102_8.wav	674	Aber unglücklicherweise haben wir diesen Aspekt überbetont in der Erzählung der menschlichen Evolution.	but unfortunately, we have made too much of an emphasis of this aspect in our narratives of human evolution.
test_ted_1102_9	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1102_9.wav	1298	Aber Bonobos zeigen uns die andere Seite der Medaille Während Schimpansen von großen, Furcht einflößenden Kerlen geführt werden, wird die Bonobo-Gesellschaft von ermächtigten Weibchen geführt.	but bonobos show us the other side of the coin. while chimpanzees are dominated by big, scary guys, bonobo society is run by empowered females.
test_ted_1102_10	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1102_10.wav	984	Die haben sich da wirklich was ausgedacht, denn das führt zu einer ausgesprochen toleranten Gesellschaft, in der tödliche Gewalt bislang nicht beobachtet wurde.	these guys have really worked something out, since this leads to a highly tolerant society where fatal violence has not been observed yet.
test_ted_1102_11	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1102_11.wav	436	Aber leider sind Bonobos am wenigsten bekannt unter den Primaten.	but unfortunately, bonobos are the least understood of the great apes.
test_ted_1102_12	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1102_12.wav	608	Sie leben in den Tiefen des kongolesischen Urwalds, und sind der Beobachtung nur schwer zugänglich.	they live in the depths of the congolese jungle, and it has been very difficult to study them.
test_ted_1102_13	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1102_13.wav	1980	Der Kongo ist ein Paradox — ein Land außergewöhnlicher Artenvielfalt und Schönheit, aber auch das Herz der Dunkelheit selbst — der Schauplatz einer gewalttätigen Auseinandersetzung, die seit Jahrzehnten wütet und beinah so viele Leben gefordert hat wie der Erste Weltkrieg.	the congo is a paradox — a land of extraordinary biodiversity and beauty, but also the heart of darkness itself — the scene of a violent conflict that has raged for decades and claimed nearly as many lives as the first world war.
test_ted_1102_14	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1102_14.wav	534	Es überrascht nicht, dass diese Zerstörung auch das Überleben der Bonobos gefährdet.	not surprisingly, this destruction also endangers bonobo survival.
test_ted_1102_15	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1102_15.wav	1032	Fleischhandel und der Rückgang des Baumbestandes führen dazu, dass man nicht mal ein Stadion mit den verbliebenen Bonobos füllen könnte — und selbst da sind wir nicht sicher, um ehrlich zu sein.	bushmeat trades and forest loss means we couldn't fill a small stadium with all the bonobos that are left in the world — and we're not even sure of that to be honest.
test_ted_1102_16	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1102_16.wav	812	Und doch, in diesem Land von Gewalt und Chaos kann man ein verborgenes Lachen hören, dass die Bäume erschüttert.	yet, in this land of violence and chaos, you can hear hidden laughter swaying the trees.
test_ted_1102_17	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1102_17.wav	1440	Wer sind diese Verwandten? Wir kennen sie als "Liebe statt Krieg" -Affen, denn sie haben häufigen, auch bisexuellen Sex, mit wechselnden Partnern, und regeln so Konflikte und soziale Angelenheiten.	who are these cousins? we know them as the "make love, not war" apes since they have frequent, promiscuous and bisexual sex to manage conflict and solve social issues.
test_ted_1102_18	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1102_18.wav	932	Ich sage ja nicht, das wäre die Antwort auf alle humanitären Probleme — denn das Leben der Bonobos besteht aus mehr als dem Kama Sutra.	now, i'm not saying this is the solution to all of humanity's problems — since there's more to bonobo life than the kama sutra.
test_ted_1102_19	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1102_19.wav	348	Bonobos — wie Menschen — lieben es, ihr Leben lang zu spielen.	bonobos, like humans, love to play throughout their entire lives.
test_ted_1102_20	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1102_20.wav	194	Spiel bedeutet nicht nur Kinderspiele.	play is not just child's games.
test_ted_1102_21	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1102_21.wav	546	Für uns und sie ist Spiel grundlegend für die Bindung von Beziehungen und die Pflege der Toleranz.	for us and them, play is foundational for bonding relationships and fostering tolerance.
test_ted_1102_22	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1102_22.wav	389	Dabei lernen wir Vertrauen und die Regeln des Spiels.	it's where we learn to trust and where we learn about the rules of the game.
test_ted_1102_23	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1102_23.wav	1346	Spiel steigert Kreativität und Belastbarkeit, und es geht vor allem um die Erzeugung von Vielfalt — Vielfalt an Interaktionen, Vielfalt an Verhaltensweisen, Vielfalt an Verbindungen.	play increases creativity and resilience, and it's all about the generation of diversity — diversity of interactions, diversity of behaviors, diversity of connections.
test_ted_1102_24	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1102_24.wav	777	Und wenn man Bonobos beim Spiel beobachtet, sieht man die evolutionären Ursprünge menschlichen Lachens, Tanzes und von Ritualen.	and when you watch bonobo play, you're seeing the very evolutionary roots of human laughter, dance and ritual.
test_ted_1102_25	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1102_25.wav	273	Spiel ist der Kitt, der uns beieinanderhält.	play is the glue that binds us together.
test_ted_1102_26	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1102_26.wav	663	Nun, ich weiß nicht, wie Sie spielen, aber ich möchte Ihnen einige einzigartige Aufnahmen geradewegs aus der Wildnis zeigen.	now, i don't know how you play, but i want to show you a couple of unique clips fresh from the wild.
test_ted_1102_27	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1102_27.wav	498	Zuerst ein Ballspiel auf Bonobo-Art — und ich denke dabei nicht an Fussball.	first, it's a ball game bonobo-style — and i do not mean football.
test_ted_1102_28	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1102_28.wav	564	Also hier sehen wir ein junges Weibchen und Männchen in einem Verfolgungsspiel.	so here, we have a young female and a male engaged in a chase game.
test_ted_1102_29	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1102_29.wav	134	Sehen sie sich an, was sie macht.	have a look what she's doing.
test_ted_1102_30	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1102_30.wav	992	Das könnte der evolutionäre Ursprung sein von: "Sie packt ihn bei den Eiern." (Lachen) Nur dass ich denke, es gefällt ihm eher, nicht wahr.	it might be the evolutionary origin of the phrase, "she's got him by the balls." (laughter) only i think that he's rather loving it here, right?
test_ted_1102_31	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1102_31.wav	667	Ja! (Lachen) Sexspiele sind also verbreitet, sowohl bei Bonobos als auch bei Menschen.	yeah. (laughter) so sex play is common in both bonobos and humans.
test_ted_1102_32	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1102_32.wav	2126	Und dieses Video ist wirklich interessant, denn es zeigt — Und dieses Video ist wirklich interessant, denn es zeigt den Ideenreichtum, mit dem man neue Elemente ins Spiel bringt — wie die Hoden — und auch, wie das Spiel sowohl Vertrauen fordert als auch fördert — während es gleichzeitig ungeheuren Spaß macht.	and this video is really interesting because it shows — this video's really interesting because it shows the inventiveness of bringing unusual elements into play — such as testicles — and also how play both requires trust and fosters trust — while at the same time being tremendous fun.
test_ted_1102_33	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1102_33.wav	1549	Aber das Spiel ist ein Formwandler. (Lachen) Spiel ist ein Formwandler und es kann viele Formen annehmen, von denen manche etwas ruhiger sind, phantasievoll, neugierig — vielleicht um das Erstaunen erneut zu entdecken.	but play's a shapeshifter. (laughter) play's a shapeshifter, and it can take many forms, some of which are more quiet, imaginative, curious — maybe where wonder is discovered anew.
test_ted_1102_34	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1102_34.wav	507	Und ich möchte Ihnen zeigen, das ist Fuku, ein junges Weibchen, und sie spielt friedlich mit Wasser.	and i want you to see, this is fuku, a young female, and she is quietly playing with water.
test_ted_1102_35	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1102_35.wav	675	Ich denke, genau wie sie spielen wir manchmal allein, und wir loten Grenzen unserer inneren und äußeren Welten aus.	i think, like her, we sometimes play alone, and we explore the boundaries of our inner and our outer worlds.
test_ted_1102_36	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1102_36.wav	1135	Und es ist diese spielerische Neugier die uns forschen lässt, und interagieren. Und die unerwarteten Verknüpfungen, die wir bilden, sind der wirkliche Nährboden der Kreativität.	and it's that playful curiosity that drives us to explore, drives us to interact, and then the unexpected connections we form are the real hotbed for creativity.
test_ted_1102_37	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1102_37.wav	683	Dies ist nur ein kleiner Vorgeschmack auf die Einblicke, die Bonobos uns in unsere Vergangenheit und Gegenwart gewähren.	so these are just small tasters into the insights that bonobo give us to our past and present.
test_ted_1102_38	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1102_38.wav	1117	Aber sie wahren auch ein Geheimnis für unsere Zukunft, eine Zukunft, in der wir uns anpassen müssen an zunehmende Herausforderungen, durch größere Kreativität und druch verstärkte Kooperation.	but they also hold a secret for our future, a future where we need to adapt to an increasingly challenging world through greater creativity and greater cooperation.
test_ted_1102_39	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1102_39.wav	468	Das Geheimnis ist, dass das Spiel der Schlüssel zu diesen Fertigkeiten ist.	the secret is that play is the key to these capacities.
test_ted_1102_40	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1102_40.wav	325	Mit anderen Worten, Spiel ist unser Anpassungsjoker.	in other words, play is our adaptive wildcard.
test_ted_1102_41	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1102_41.wav	484	Um uns erfolgreich an eine unbeständige Welt anzupassen, müssen wir spielen.	in order to adapt successfully to a changing world, we need to play.
test_ted_1102_42	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1102_42.wav	319	Aber werden wir das Beste aus unserem Spieltrieb machen?	but will we make the most of our playfulness?
test_ted_1102_43	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1102_43.wav	848	Spiel ist nicht albern, sondern essentiell. Für Bonobos und Menschen gleichermaßen besteht das Leben nicht aus Zähnen und Klauen allein.	play is not frivolous. play's essential. for bonobos and humans alike, life is not just red in tooth and claw.
test_ted_1102_44	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1102_44.wav	575	Gerade wenn es kaum angebracht scheint ist Spiel vielleicht am nötigsten.	in times when it seems least appropriate to play, it might be the times when it is most urgent.
test_ted_1102_45	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1102_45.wav	1344	Und daher, meine Primatenkameraden, lassen Sie uns dieses Geschenk der Evolution umarmen und gemeinsam spielen, während wir die Kreativität die Kameradschaft und das Staunen wiederentdecken.	and so, my fellow primates, let us embrace this gift from evolution and play together, as we rediscover creativity, fellowship and wonder.
test_ted_1102_46	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1102_46.wav	45	Danke.	thank you.
test_ted_1104_0	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1104_0.wav	1597	Ich möchte, dass Sie sich jetzt etwas vorstellen, einen tragbaren Roboter, der Ihnen übermenschliche Fähigkeiten verleiht, oder einen anderen, der Rollstuhlfahrern dabei hilft, wieder aufzustehen und zu gehen.	i want you now to imagine a wearable robot that gives you superhuman abilities, or another one that takes wheelchair users up standing and walking again.
test_ted_1104_1	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1104_1.wav	430	Wir bei Berkeley Bionics nennen diese Roboter Exoskelette.	we at berkeley bionics call these robots exoskeletons.
test_ted_1104_2	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1104_2.wav	1730	Sie sind nichts anderes als etwas, das Sie morgens anlegen und das Ihnen zusätzliche Stärke verleiht und das Ihre Geschwindigkeit weiter erhöhen wird und das Ihnen dabei helfen wird, beispielsweise Ihre Balance zu halten.	these are nothing else than something that you put on in the morning, and it will give you extra strength, and it will further enhance your speed, and it will help you, for instance, to manage your balance.
test_ted_1104_3	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1104_3.wav	535	Das ist in der Tat die wahre Verschmelzung von Mensch und Maschine.	it is actually the true integration of the man and the machine.
test_ted_1104_4	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1104_4.wav	712	Aber nicht nur das — damit verschmelzen und vernetzen Sie sich mit dem Universum und anderen Geräten da draußen.	but not only that — it will integrate and network you to the universe and other devices out there.
test_ted_1104_5	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1104_5.wav	209	Das ist nicht einfach nur eine verrückte Idee.	this is just not some blue sky thinking.
test_ted_1104_6	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1104_6.wav	1377	Um Ihnen jetzt zu zeigen, woran wir arbeiten, beginnen wir damit, über den amerikanischen Soldaten zu sprechen, der im Durchschnitt ungefähr 100 Pfund auf seinem Rücken trägt und es besteht die Anfrage, dass sie mehr Ausrüstung tragen sollen.	to show you now what we are working on by starting out talking about the american soldier, that on average does carry about 100 lbs. on their backs, and they are being asked to carry more equipment.
test_ted_1104_7	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1104_7.wav	1018	Natürlich führt dies zu einigen bedeutenden Komplikationen — Rückenverletzungen, 30 Prozent davon — chronische Rückenverletzungen.	obviously, this is resulting in some major complications — back injuries, 30 percent of them — chronic back injuries.
test_ted_1104_8	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1104_8.wav	886	Wir dachten uns also, dass wir uns dieser Herausforderung annehmen würden und ein Exoskelett erschaffen, das dabei helfen würde, mit diesem Problem umzugehen.	so we thought we would look at this challenge and create an exoskeleton that would help deal with this issue.
test_ted_1104_9	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1104_9.wav	758	Lassen SIe mich Ihnen also jetzt HULC vorstellen — oder den Human Universal Load Carrier.	so let me now introduce to you hulc — or the human universal load carrier.
test_ted_1104_10	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1104_10.wav	467	Soldat: Mit dem HULC-Exoskelett kann ich 200 Pfund über verschiedenartiges Terrain tragen, viele Stunden lang.	soldier: with the hulc exoskeleton, i can carry 200 lbs. over varied terrain for many hours.
test_ted_1104_11	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1104_11.wav	510	Sein flexibles Design ermöglicht es, sich tief zu hocken, zu kriechen und höchst wendige Bewegungen auszuführen.	its flexible design allows for deep squats, crawls and high-agility movements.
test_ted_1104_12	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1104_12.wav	488	Es fühlt, was ich machen möchte, wohin ich gehen will und erhöht dann meine Stärke und Ausdauer.	it senses what i want to do, where i want to go, and then augments my strength and endurance.
test_ted_1104_13	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1104_13.wav	728	Eythor Bender: Wir sind soweit, mit unserem Industriepartner dieses Gerät vorzustellen, dieses neue Exoskelett in diesem Jahr.	eythor bender: we are ready with our industry partner to introduce this device, this new exoskeleton this year.
test_ted_1104_14	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1104_14.wav	87	Es ist also wahr.	so this is for real.
test_ted_1104_15	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1104_15.wav	789	Lassen Sie uns nun unseren Blick auf die Rollstuhlfahrer richten, etwas, für das ich mich besonders leidenschaftlich einsetze.	now let's turn our heads towards the wheelchair users, something that i'm particularly passionate about.
test_ted_1104_16	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1104_16.wav	459	Es gibt 68 Millionen Menschen, die weltweit geschätzt im Rollstuhl sitzen.	there are 68 million people estimated to be in wheelchairs worldwide.
test_ted_1104_17	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1104_17.wav	312	Das ist ungefähr ein Prozent der Gesamtbevölkerung.	this is about one percent of the total population.
test_ted_1104_18	/mnt/zhangyh/DATA/mustc/tst-COMMON/wav-split/test_ted_1104_18.wav	212	Und das ist in der Tat eine konservative Schätzung.	and that's actually a conservative estimate.
