id	audio	n_frames	tgt_text	src_text
test_ted_1102_14	/mnt/zhangyh/DATA/mustc-enes/test-split/test_ted_1102_14.wav	1980	El Congo es una paradoja... una tierra de extraordinaria biodiversidad y belleza, pero también el corazón de la tiniebla misma... escenario de un conflicto violento que se ha prolongado por décadas y causado casi tantas muertes como la Primera Guerra Mundial.	the congo is a paradox — a land of extraordinary biodiversity and beauty, but also the heart of darkness itself — the scene of a violent conflict that has raged for decades and claimed nearly as many lives as the first world war.
test_ted_1102_15	/mnt/zhangyh/DATA/mustc-enes/test-split/test_ted_1102_15.wav	534	No es de extrañar que esta destrucción también ponga en peligro la supervivencia del bonobo.	not surprisingly, this destruction also endangers bonobo survival.
test_ted_1102_16	/mnt/zhangyh/DATA/mustc-enes/test-split/test_ted_1102_16.wav	1032	El comercio de carne de caza y la deforestación hacen que no se pueda llenar ni un estadio con los bonobos que quedan en el mundo... y, honestamente, no estamos ni seguros de ello.	bushmeat trades and forest loss means we couldn't fill a small stadium with all the bonobos that are left in the world — and we're not even sure of that to be honest.
test_ted_1102_17	/mnt/zhangyh/DATA/mustc-enes/test-split/test_ted_1102_17.wav	812	Sin embargo, en esta tierra de violencia y caos se puede oír la risa escondida meciendo los árboles.	yet, in this land of violence and chaos, you can hear hidden laughter swaying the trees.
test_ted_1102_18	/mnt/zhangyh/DATA/mustc-enes/test-split/test_ted_1102_18.wav	1440	¿Quiénes son estos primos? Los conocemos como los simios "haz el amor, no la guerra", ya que tienen sexo frecuente, promiscuo y bisexual para manejar conflictos y resolver problemas sociales.	who are these cousins? we know them as the "make love, not war" apes since they have frequent, promiscuous and bisexual sex to manage conflict and solve social issues.
test_ted_1102_19	/mnt/zhangyh/DATA/mustc-enes/test-split/test_ted_1102_19.wav	932	No estoy diciendo que ésta es la solución a todos los problemas de la Humanidad dado que la vida de los bonobo es más que el Kama Sutra.	now, i'm not saying this is the solution to all of humanity's problems — since there's more to bonobo life than the kama sutra.
test_ted_1102_20	/mnt/zhangyh/DATA/mustc-enes/test-split/test_ted_1102_20.wav	348	A los bonobos, como a los humanos, les encanta jugar a lo largo de toda su vida.	bonobos, like humans, love to play throughout their entire lives.
test_ted_1102_21	/mnt/zhangyh/DATA/mustc-enes/test-split/test_ted_1102_21.wav	194	Jugar no es sólo un juego de niños.	play is not just child's games.
test_ted_1102_22	/mnt/zhangyh/DATA/mustc-enes/test-split/test_ted_1102_22.wav	546	Para nosotros y para ellos el juego es fundamental para establecer vínculos y fomentar la tolerancia.	for us and them, play is foundational for bonding relationships and fostering tolerance.
test_ted_1102_23	/mnt/zhangyh/DATA/mustc-enes/test-split/test_ted_1102_23.wav	389	Con él aprendemos a confiar, y aprendemos las reglas del juego.	it's where we learn to trust and where we learn about the rules of the game.
test_ted_1102_24	/mnt/zhangyh/DATA/mustc-enes/test-split/test_ted_1102_24.wav	1346	El juego aumenta la creatividad y la resiliencia y tiene que ver con la generación de diversidad... diversidad de interacciones, diversidad de comportamientos, diversidad de conexiones.	play increases creativity and resilience, and it's all about the generation of diversity — diversity of interactions, diversity of behaviors, diversity of connections.
test_ted_1102_25	/mnt/zhangyh/DATA/mustc-enes/test-split/test_ted_1102_25.wav	777	Y cuando uno observa el juego bonobo ve las raíces evolutivas mismas de la risa, la danza y el ritual humanos.	and when you watch bonobo play, you're seeing the very evolutionary roots of human laughter, dance and ritual.
test_ted_1102_26	/mnt/zhangyh/DATA/mustc-enes/test-split/test_ted_1102_26.wav	273	El juego es el pegamento que nos une.	play is the glue that binds us together.
test_ted_1102_27	/mnt/zhangyh/DATA/mustc-enes/test-split/test_ted_1102_27.wav	663	No sé cómo juegan ustedes pero quiero mostrarles un par de videos únicos recién tomados del medio silvestre.	now, i don't know how you play, but i want to show you a couple of unique clips fresh from the wild.
test_ted_1102_28	/mnt/zhangyh/DATA/mustc-enes/test-split/test_ted_1102_28.wav	498	Primero, es un juego de pelota estilo bonobo; y no hablo de fútbol.	first, it's a ball game bonobo-style — and i do not mean football.
test_ted_1102_29	/mnt/zhangyh/DATA/mustc-enes/test-split/test_ted_1102_29.wav	564	Aquí tenemos a una hembra y un macho jóvenes en medio de una persecución.	so here, we have a young female and a male engaged in a chase game.
test_ted_1102_30	/mnt/zhangyh/DATA/mustc-enes/test-split/test_ted_1102_30.wav	134	Miren lo que está haciendo ella.	have a look what she's doing.
test_ted_1102_31	/mnt/zhangyh/DATA/mustc-enes/test-split/test_ted_1102_31.wav	992	Podría ser el origen evolutivo de la frase: "lo tiene agarrado de las pelotas". (Risas) Sólo que creo que en este caso a él le encanta, ¿no?	it might be the evolutionary origin of the phrase, "she's got him by the balls." (laughter) only i think that he's rather loving it here, right?
test_ted_1102_32	/mnt/zhangyh/DATA/mustc-enes/test-split/test_ted_1102_32.wav	667	Sí. (Risas) Así que el juego sexual es común tanto en bonobos como en humanos.	yeah. (laughter) so sex play is common in both bonobos and humans.
test_ted_1102_33	/mnt/zhangyh/DATA/mustc-enes/test-split/test_ted_1102_33.wav	2126	Y este video realmente es interesante porque muestra... este video realmente es interesante porque muestra la inventiva de traer elementos inusuales al juego -como los testículos- y también cómo el juego requiere confianza y fomenta la confianza... y al mismo tiempo es de lo más divertido.	and this video is really interesting because it shows — this video's really interesting because it shows the inventiveness of bringing unusual elements into play — such as testicles — and also how play both requires trust and fosters trust — while at the same time being tremendous fun.
test_ted_1102_34	/mnt/zhangyh/DATA/mustc-enes/test-split/test_ted_1102_34.wav	1549	Pero el juego es polimórfico. (Risas) El juego es polimórfico, puede adoptar muchas formas, algunas de las cuales son más tranquilas, imaginativas, curiosas... quizá el lugar donde se redescubre el asombro.	but play's a shapeshifter. (laughter) play's a shapeshifter, and it can take many forms, some of which are more quiet, imaginative, curious — maybe where wonder is discovered anew.
test_ted_1102_35	/mnt/zhangyh/DATA/mustc-enes/test-split/test_ted_1102_35.wav	507	Y quiero que vean... esta es Fuku, una hembra joven, que está jugando con agua tranquilamente.	and i want you to see, this is fuku, a young female, and she is quietly playing with water.
test_ted_1102_36	/mnt/zhangyh/DATA/mustc-enes/test-split/test_ted_1102_36.wav	675	Creo que, como ella, a veces jugamos solos, y exploramos los límites de nuestros mundos interior y exterior.	i think, like her, we sometimes play alone, and we explore the boundaries of our inner and our outer worlds.
test_ted_1102_37	/mnt/zhangyh/DATA/mustc-enes/test-split/test_ted_1102_37.wav	1135	Y es esa curiosidad lúdica la que nos impulsa a explorar, a interactuar. Y luego las conexiones inesperadas que formamos son el semillero real de la creatividad.	and it's that playful curiosity that drives us to explore, drives us to interact, and then the unexpected connections we form are the real hotbed for creativity.
test_ted_1102_38	/mnt/zhangyh/DATA/mustc-enes/test-split/test_ted_1102_38.wav	683	Estas son sólo pequeñas muestras de la comprensión que los bonobo nos dan de nuestro pasado y presente.	so these are just small tasters into the insights that bonobo give us to our past and present.
test_ted_1102_39	/mnt/zhangyh/DATA/mustc-enes/test-split/test_ted_1102_39.wav	1117	Pero también tienen un secreto para nuestro futuro, un futuro en el que tenemos que adaptarnos a un mundo cada vez más difícil con mayor creatividad y mayor cooperación.	but they also hold a secret for our future, a future where we need to adapt to an increasingly challenging world through greater creativity and greater cooperation.
test_ted_1102_40	/mnt/zhangyh/DATA/mustc-enes/test-split/test_ted_1102_40.wav	468	El secreto es que el juego es la clave de estas capacidades.	the secret is that play is the key to these capacities.
test_ted_1102_41	/mnt/zhangyh/DATA/mustc-enes/test-split/test_ted_1102_41.wav	325	En otras palabras, el juego es nuestro comodín de adaptación.	in other words, play is our adaptive wildcard.
test_ted_1102_42	/mnt/zhangyh/DATA/mustc-enes/test-split/test_ted_1102_42.wav	484	Para adaptarnos con éxito a un mundo que cambia tenemos que jugar.	in order to adapt successfully to a changing world, we need to play.
test_ted_1102_43	/mnt/zhangyh/DATA/mustc-enes/test-split/test_ted_1102_43.wav	319	Pero, ¿aprovecharemos al máximo nuestra capacidad de juego?	but will we make the most of our playfulness?
test_ted_1102_44	/mnt/zhangyh/DATA/mustc-enes/test-split/test_ted_1102_44.wav	848	El juego no es frívolo; el juego es esencial. Para bonobos y humanos por igual, la vida no es sólo cruel y despiadada.	play is not frivolous. play's essential. for bonobos and humans alike, life is not just red in tooth and claw.
test_ted_1102_45	/mnt/zhangyh/DATA/mustc-enes/test-split/test_ted_1102_45.wav	575	Cuando parece lo menos apropiado jugar, pueden ser los momentos en que sea lo más urgente.	in times when it seems least appropriate to play, it might be the times when it is most urgent.
test_ted_1102_46	/mnt/zhangyh/DATA/mustc-enes/test-split/test_ted_1102_46.wav	1344	Por eso, compañeros primates, aceptemos este regalo de la evolución y juguemos juntos mientras redescubrimos la creatividad, la amistad y el asombro.	and so, my fellow primates, let us embrace this gift from evolution and play together, as we rediscover creativity, fellowship and wonder.
test_ted_1102_47	/mnt/zhangyh/DATA/mustc-enes/test-split/test_ted_1102_47.wav	45	Gracias.	thank you.
test_ted_1104_0	/mnt/zhangyh/DATA/mustc-enes/test-split/test_ted_1104_0.wav	1597	Quiero que se imaginen un robot que se pueda llevar y que dé habilidades sobrehumanas. u otro que haga que usuarios de sillas de ruedas se levanten y vuelvan a caminar.	i want you now to imagine a wearable robot that gives you superhuman abilities, or another one that takes wheelchair users up standing and walking again.
test_ted_1104_1	/mnt/zhangyh/DATA/mustc-enes/test-split/test_ted_1104_1.wav	430	En "Berkely Bionics" llamamos a estos robots, exoesqueletos.	we at berkeley bionics call these robots exoskeletons.
test_ted_1104_2	/mnt/zhangyh/DATA/mustc-enes/test-split/test_ted_1104_2.wav	1730	No son nada distinto de algo que se pone en la mañana, le da a uno una gran fuerza, que además le incrementa su velocidad, y le ayuda, por ejemplo, a manejar el equilibrio.	these are nothing else than something that you put on in the morning, and it will give you extra strength, and it will further enhance your speed, and it will help you, for instance, to manage your balance.
test_ted_1104_3	/mnt/zhangyh/DATA/mustc-enes/test-split/test_ted_1104_3.wav	535	En realidad es la integración verdadera del hombre y la máquina.	it is actually the true integration of the man and the machine.
test_ted_1104_4	/mnt/zhangyh/DATA/mustc-enes/test-split/test_ted_1104_4.wav	712	Pero no solo eso - lo puede integrar y conectarlo con el universo y con otros entes exteriores.	but not only that — it will integrate and network you to the universe and other devices out there.
test_ted_1104_5	/mnt/zhangyh/DATA/mustc-enes/test-split/test_ted_1104_5.wav	209	Esto no es una idea irreal.	this is just not some blue sky thinking.
test_ted_1104_6	/mnt/zhangyh/DATA/mustc-enes/test-split/test_ted_1104_6.wav	1377	Para mostrarles ahora en lo que estamos trabajando comenzamos por hablar del soldado estadounidense que, en promedio, debe llevar sobre su espalda una carga de 45 kilos, y se le está exigiendo llevar aún más equipo.	to show you now what we are working on by starting out talking about the american soldier, that on average does carry about 100 lbs. on their backs, and they are being asked to carry more equipment.
test_ted_1104_7	/mnt/zhangyh/DATA/mustc-enes/test-split/test_ted_1104_7.wav	1018	Obviamente, esto conduce a algunas complicaciones importantes - lesiones en la espalda, en el 30% de los soldados - con daños crónicos de espalda.	obviously, this is resulting in some major complications — back injuries, 30 percent of them — chronic back injuries.
test_ted_1104_8	/mnt/zhangyh/DATA/mustc-enes/test-split/test_ted_1104_8.wav	886	Decidimos contemplar este desafío y crear un exoesqueleto que pudiese ayudar a manejar el asunto.	so we thought we would look at this challenge and create an exoskeleton that would help deal with this issue.
test_ted_1104_9	/mnt/zhangyh/DATA/mustc-enes/test-split/test_ted_1104_9.wav	758	Permítanme presentarles el HULC - o Porta Cargas Humano Universal	so let me now introduce to you hulc — or the human universal load carrier.
test_ted_1104_10	/mnt/zhangyh/DATA/mustc-enes/test-split/test_ted_1104_10.wav	467	Soldado: Con el exoesqueleto HULC puedo portar 90 kilos por terrenos variables durante muchas horas.	soldier: with the hulc exoskeleton, i can carry 200 lbs. over varied terrain for many hours.
test_ted_1104_11	/mnt/zhangyh/DATA/mustc-enes/test-split/test_ted_1104_11.wav	510	Su diseño flexible, permite ponerse en cuclillas arrastrarse y ejecutar movimientos con gran agilidad.	its flexible design allows for deep squats, crawls and high-agility movements.
test_ted_1104_12	/mnt/zhangyh/DATA/mustc-enes/test-split/test_ted_1104_12.wav	488	Percibe lo que quiero hacer, o a dónde quiero ir, y luego aumenta mi fuerza y mi resistencia.	it senses what i want to do, where i want to go, and then augments my strength and endurance.
test_ted_1104_13	/mnt/zhangyh/DATA/mustc-enes/test-split/test_ted_1104_13.wav	728	Eythor Bender: Estamos listos, con nuestro socio industrial, para producir este aparato, este nuevo exoesqueleto, este año.	eythor bender: we are ready with our industry partner to introduce this device, this new exoskeleton this year.
test_ted_1104_14	/mnt/zhangyh/DATA/mustc-enes/test-split/test_ted_1104_14.wav	87	O sea, que es una realidad.	so this is for real.
test_ted_1104_15	/mnt/zhangyh/DATA/mustc-enes/test-split/test_ted_1104_15.wav	789	Volvamos ahora la mirada hacia los usuarios de sillas de ruedas, sobre lo que me siento particularmente apasionado.	now let's turn our heads towards the wheelchair users, something that i'm particularly passionate about.
test_ted_1104_16	/mnt/zhangyh/DATA/mustc-enes/test-split/test_ted_1104_16.wav	459	Hay 68 millones de personas aproximadamente, en sillas de ruedas, en todo el mundo.	there are 68 million people estimated to be in wheelchairs worldwide.
test_ted_1104_17	/mnt/zhangyh/DATA/mustc-enes/test-split/test_ted_1104_17.wav	312	Como un 1% de la población total.	this is about one percent of the total population.
test_ted_1104_18	/mnt/zhangyh/DATA/mustc-enes/test-split/test_ted_1104_18.wav	212	Y este es un cálculo realmente conservador.	and that's actually a conservative estimate.
test_ted_1104_19	/mnt/zhangyh/DATA/mustc-enes/test-split/test_ted_1104_19.wav	1200	Hablamos de algo que ocurre con frecuencia, personas muy jóvenes, con daños en la columna vertebral que al comenzar su vida - a los 20, 30 o 40 años - chocan contra un muro y la silla de ruedas resulta ser su única opción.	we are talking here about, oftentimes, very young individuals with spinal cord injuries, that in the prime of their life — 20s, 30s, 40s — hit a wall and the wheelchair's the only option.
test_ted_1104_20	/mnt/zhangyh/DATA/mustc-enes/test-split/test_ted_1104_20.wav	370	También hablamos de la población que envejece que se multiplica rápidamente.	but it is also the aging population that is multiplying in numbers.
test_ted_1104_21	/mnt/zhangyh/DATA/mustc-enes/test-split/test_ted_1104_21.wav	760	Su única opción, muchas veces - por una lesión cerebral o alguna otra complicación - es la silla de ruedas.	and the only option, pretty much — when it's stroke or other complications — is the wheelchair.
test_ted_1104_22	/mnt/zhangyh/DATA/mustc-enes/test-split/test_ted_1104_22.wav	634	Y esto ha sido así durante los últimos 500 años, desde su exitosa aparición, como debo reconocer.	and that is actually for the last 500 years, since its very successful introduction, i must say.
test_ted_1104_23	/mnt/zhangyh/DATA/mustc-enes/test-split/test_ted_1104_23.wav	598	Así, decidimos comenzar por escribir un nuevo capítulo sobre movilidad.	so we thought we would start writing a brand new chapter of mobility.
test_ted_1104_24	/mnt/zhangyh/DATA/mustc-enes/test-split/test_ted_1104_24.wav	1707	Permítanme presentarles el eLEGS que está usando Amanda Boxtel quien hace 19 años tuvo una lesión en la columna vertebral, y como resultado no pudo volver a caminar por 19 años, hasta ahora.	let me now introduce you to elegs that is worn by amanda boxtel that 19 years ago was spinal cord injured, and as a result of that she has not been able to walk for 19 years until now.
test_ted_1104_26	/mnt/zhangyh/DATA/mustc-enes/test-split/test_ted_1104_26.wav	279	Amanda Boxtel: Gracias.	amanda boxtel: thank you.
test_ted_1104_27	/mnt/zhangyh/DATA/mustc-enes/test-split/test_ted_1104_27.wav	1323	EB: Amanda está usando nuestro eLEGS, que mencionaba. Tiene unos sensores - completamente no invasivos en las muletas que envían señales al computador de a bordo, aquí en la espalda.	eb: amanda is wearing our elegs set. it has sensors. it's completely non-invasive, sensors in the crutches that send signals back to our onboard computer that is sitting here at her back.
test_ted_1104_28	/mnt/zhangyh/DATA/mustc-enes/test-split/test_ted_1104_28.wav	1291	También aquí hay unas baterías que le dan energía a los motores en las caderas, y en las rodillas, y la hacen avanzar con este andar suave y muy natural.	there are battery packs here as well that power motors that are sitting at her hips, as well as her knee joints, that move her forward in this kind of smooth and very natural gait.
test_ted_1104_29	/mnt/zhangyh/DATA/mustc-enes/test-split/test_ted_1104_29.wav	905	AB: Tenía 24 años en la cima de mi vida cuando, por un extraño salto en el aire, esquiando cuesta abajo quedé paralizada.	ab: i was 24 years old and at the top of my game when a freak summersault while downhill skiing paralyzed me.
test_ted_1104_30	/mnt/zhangyh/DATA/mustc-enes/test-split/test_ted_1104_30.wav	643	En una fracción de segundo, perdí toda sensación y todo movimiento de la pelvis hacia abajo.	in a split second, i lost all sensation and movement below my pelvis.
test_ted_1104_31	/mnt/zhangyh/DATA/mustc-enes/test-split/test_ted_1104_31.wav	1359	Poco tiempo después, un doctor entró a mi habitación en el hospital, y me dijo: "Amanda, nunca volverás a caminar". Eso ocurrió hace 19 años.	not long afterwards, a doctor strode into my hospital room, and he said, "amanda, you'll never walk again." and that was 19 yeas ago.
test_ted_1104_32	/mnt/zhangyh/DATA/mustc-enes/test-split/test_ted_1104_32.wav	446	Así me robó hasta la última pizca de esperanza de mi ser.	he robbed every ounce of hope from my being.
test_ted_1104_33	/mnt/zhangyh/DATA/mustc-enes/test-split/test_ted_1104_33.wav	795	La tecnología de adaptación desde entonces, me ha permitido aprender a deslizarme cuesta abajo en esquís, escalar rocas e incluso montar en bicicleta de mano.	adaptive technology has since enabled me to learn how to downhill ski again, to rock climb and even handcycle.
