id	audio	n_frames	tgt_text	src_text
train_ted_1291_145	/mnt/zhangyuhao/MSP-ST/mustc/train/wav-split/train_ted_1291_145.wav	36	there are almost no deaf surgeons anywhere.	there are almost no deaf surgeons anywhere.
train_ted_1462_40	/mnt/zhangyuhao/MSP-ST/mustc/train/wav-split/train_ted_1462_40.wav	37	the signs don't look good, some have said.	the signs don't look good, some have said.
train_ted_121_31	/mnt/zhangyuhao/MSP-ST/mustc/train/wav-split/train_ted_121_31.wav	38	public space. this is a good public space.	public space. this is a good public space.
train_ted_1785_78	/mnt/zhangyuhao/MSP-ST/mustc/train/wav-split/train_ted_1785_78.wav	39	and the way i describe it is this.	and the way i describe it is this.
train_ted_2345_55	/mnt/zhangyuhao/MSP-ST/mustc/train/wav-split/train_ted_2345_55.wav	40	home is a photo i never threw away	home is a photo i never threw away
train_ted_1843_83	/mnt/zhangyuhao/MSP-ST/mustc/train/wav-split/train_ted_1843_83.wav	41	but, of course, we've seen what that does.	but, of course, we've seen what that does.
train_ted_2155_33	/mnt/zhangyuhao/MSP-ST/mustc/train/wav-split/train_ted_2155_33.wav	42	it shows that computers can listen and understand.	it shows that computers can listen and understand.
train_ted_993_15	/mnt/zhangyuhao/MSP-ST/mustc/train/wav-split/train_ted_993_15.wav	43	green, yellow and red lists [of] seafood species.	green, yellow and red lists [of] seafood species.
train_ted_1033_142	/mnt/zhangyuhao/MSP-ST/mustc/train/wav-split/train_ted_1033_142.wav	44	and it's not just for the young, right?	and it's not just for the young, right?
train_ted_2527_58	/mnt/zhangyuhao/MSP-ST/mustc/train/wav-split/train_ted_2527_58.wav	45	what is the current state of the art?	what is the current state of the art?
train_ted_1427_58	/mnt/zhangyuhao/MSP-ST/mustc/train/wav-split/train_ted_1427_58.wav	46	maybe you have something in mind, maybe not.	maybe you have something in mind, maybe not.
train_ted_30_81	/mnt/zhangyuhao/MSP-ST/mustc/train/wav-split/train_ted_30_81.wav	47	and then, here's how the crash test works.	and then, here's how the crash test works.
train_ted_89_162	/mnt/zhangyuhao/MSP-ST/mustc/train/wav-split/train_ted_89_162.wav	48	i'm supposed to be the roughty toughty explorer type.	i'm supposed to be the roughty toughty explorer type.
train_ted_1465_76	/mnt/zhangyuhao/MSP-ST/mustc/train/wav-split/train_ted_1465_76.wav	49	but here are a couple things i can say.	but here are a couple things i can say.
train_ted_1623_66	/mnt/zhangyuhao/MSP-ST/mustc/train/wav-split/train_ted_1623_66.wav	50	when those mujahideen defeated the soviet union, we disengaged.	when those mujahideen defeated the soviet union, we disengaged.
train_ted_40_70	/mnt/zhangyuhao/MSP-ST/mustc/train/wav-split/train_ted_40_70.wav	51	when the skies cleared, a new world was born.	when the skies cleared, a new world was born.
train_ted_924_124	/mnt/zhangyuhao/MSP-ST/mustc/train/wav-split/train_ted_924_124.wav	52	no single narrative serves the needs of everyone everywhere.	no single narrative serves the needs of everyone everywhere.
train_ted_1240_64	/mnt/zhangyuhao/MSP-ST/mustc/train/wav-split/train_ted_1240_64.wav	53	i think we should make this even more explicit.	i think we should make this even more explicit.
train_ted_1184_1	/mnt/zhangyuhao/MSP-ST/mustc/train/wav-split/train_ted_1184_1.wav	54	i've been interested in food for a long time.	i've been interested in food for a long time.
train_ted_1718_40	/mnt/zhangyuhao/MSP-ST/mustc/train/wav-split/train_ted_1718_40.wav	55	and so, texting is very loose in its structure.	and so, texting is very loose in its structure.
train_ted_1248_152	/mnt/zhangyuhao/MSP-ST/mustc/train/wav-split/train_ted_1248_152.wav	56	and 150 grandmothers have been trained in sierra leone.	and 150 grandmothers have been trained in sierra leone.
train_ted_1981_56	/mnt/zhangyuhao/MSP-ST/mustc/train/wav-split/train_ted_1981_56.wav	57	it's subject to peer review and subject to publication.	it's subject to peer review and subject to publication.
train_ted_103_35	/mnt/zhangyuhao/MSP-ST/mustc/train/wav-split/train_ted_103_35.wav	58	by holding it tightly, i feel strangely more detached.	by holding it tightly, i feel strangely more detached.
train_ted_2390_72	/mnt/zhangyuhao/MSP-ST/mustc/train/wav-split/train_ted_2390_72.wav	59	it's called a pyrosome or colonial tunicate, if you like.	it's called a pyrosome or colonial tunicate, if you like.
train_ted_442_45	/mnt/zhangyuhao/MSP-ST/mustc/train/wav-split/train_ted_442_45.wav	60	and this is, i hope, a little piece of it.	and this is, i hope, a little piece of it.
train_ted_1372_10	/mnt/zhangyuhao/MSP-ST/mustc/train/wav-split/train_ted_1372_10.wav	61	and eventually, the deep sea floor would come into view.	and eventually, the deep sea floor would come into view.
train_ted_2575_48	/mnt/zhangyuhao/MSP-ST/mustc/train/wav-split/train_ted_2575_48.wav	62	now, suharto had been a dictator, and a nasty one.	now, suharto had been a dictator, and a nasty one.
train_ted_970_121	/mnt/zhangyuhao/MSP-ST/mustc/train/wav-split/train_ted_970_121.wav	63	those are the things to be provided by the business community.	those are the things to be provided by the business community.
train_ted_1875_53	/mnt/zhangyuhao/MSP-ST/mustc/train/wav-split/train_ted_1875_53.wav	64	can you show us how good of a pilot you are?	can you show us how good of a pilot you are?
train_ted_2693_45	/mnt/zhangyuhao/MSP-ST/mustc/train/wav-split/train_ted_2693_45.wav	65	yet, unfortunately, too often, it's not talked about openly and honestly.	yet, unfortunately, too often, it's not talked about openly and honestly.
train_ted_1462_16	/mnt/zhangyuhao/MSP-ST/mustc/train/wav-split/train_ted_1462_16.wav	66	to tell you what i mean, consider this trend in egypt.	to tell you what i mean, consider this trend in egypt.
train_ted_853_89	/mnt/zhangyuhao/MSP-ST/mustc/train/wav-split/train_ted_853_89.wav	67	and then, of course, the next year it comes roaring back.	and then, of course, the next year it comes roaring back.
train_ted_630_157	/mnt/zhangyuhao/MSP-ST/mustc/train/wav-split/train_ted_630_157.wav	68	the notion that you can understand why a brain works, perhaps.	the notion that you can understand why a brain works, perhaps.
train_ted_2576_4	/mnt/zhangyuhao/MSP-ST/mustc/train/wav-split/train_ted_2576_4.wav	69	are you that idea that matches with who i really am?	are you that idea that matches with who i really am?
train_ted_1955_48	/mnt/zhangyuhao/MSP-ST/mustc/train/wav-split/train_ted_1955_48.wav	70	they're easy to overlook, but that doesn't mean that they aren't important.	they're easy to overlook, but that doesn't mean that they aren't important.
train_ted_2454_37	/mnt/zhangyuhao/MSP-ST/mustc/train/wav-split/train_ted_2454_37.wav	71	on researching this, i realized that it's because it's a continuous motion.	on researching this, i realized that it's because it's a continuous motion.
train_ted_341_152	/mnt/zhangyuhao/MSP-ST/mustc/train/wav-split/train_ted_341_152.wav	72	the great conservative insight is that order is really hard to achieve.	the great conservative insight is that order is really hard to achieve.
train_ted_1555_16	/mnt/zhangyuhao/MSP-ST/mustc/train/wav-split/train_ted_1555_16.wav	73	it's traditionally called the informal economy, the underground economy, the black market.	it's traditionally called the informal economy, the underground economy, the black market.
train_ted_35_138	/mnt/zhangyuhao/MSP-ST/mustc/train/wav-split/train_ted_35_138.wav	74	at least they patented something which, you know, could do useful things.	at least they patented something which, you know, could do useful things.
train_ted_1999_21	/mnt/zhangyuhao/MSP-ST/mustc/train/wav-split/train_ted_1999_21.wav	75	i spent most of my time at a small outpost called restrepo.	i spent most of my time at a small outpost called restrepo.
train_ted_2113_55	/mnt/zhangyuhao/MSP-ST/mustc/train/wav-split/train_ted_2113_55.wav	76	specifically, they can do two things that previous generations have not done.	specifically, they can do two things that previous generations have not done.
train_ted_1595_59	/mnt/zhangyuhao/MSP-ST/mustc/train/wav-split/train_ted_1595_59.wav	77	we need to stop that, to stop pretending to be omniscient beings.	we need to stop that, to stop pretending to be omniscient beings.
train_ted_573_59	/mnt/zhangyuhao/MSP-ST/mustc/train/wav-split/train_ted_573_59.wav	78	so you'd wake up gasping with breath, because your blood chemistry has changed.	so you'd wake up gasping with breath, because your blood chemistry has changed.
train_ted_1180_85	/mnt/zhangyuhao/MSP-ST/mustc/train/wav-split/train_ted_1180_85.wav	79	given the computer model, we can test the model by essentially quizzing it.	given the computer model, we can test the model by essentially quizzing it.
train_ted_1253_29	/mnt/zhangyuhao/MSP-ST/mustc/train/wav-split/train_ted_1253_29.wav	80	where a country is is a sort of average score on these things.	where a country is is a sort of average score on these things.
train_ted_1542_76	/mnt/zhangyuhao/MSP-ST/mustc/train/wav-split/train_ted_1542_76.wav	81	and they have to risk their lives almost every day to do this.	and they have to risk their lives almost every day to do this.
train_ted_1344_51	/mnt/zhangyuhao/MSP-ST/mustc/train/wav-split/train_ted_1344_51.wav	82	i have a brother in-law named bobo, which is a whole other story.	i have a brother in-law named bobo, which is a whole other story.
train_ted_2343_86	/mnt/zhangyuhao/MSP-ST/mustc/train/wav-split/train_ted_2343_86.wav	83	they're also, number three, the most efficient repairers of fractures that we've ever encountered.	they're also, number three, the most efficient repairers of fractures that we've ever encountered.
train_ted_1877_35	/mnt/zhangyuhao/MSP-ST/mustc/train/wav-split/train_ted_1877_35.wav	84	their usefulness varies and contributes to variation in the society's treatment of the elderly.	their usefulness varies and contributes to variation in the society's treatment of the elderly.
train_ted_2572_81	/mnt/zhangyuhao/MSP-ST/mustc/train/wav-split/train_ted_2572_81.wav	85	if i wanted to buy her a gamora backpack, well, gamora's not on it.	if i wanted to buy her a gamora backpack, well, gamora's not on it.
train_ted_2449_86	/mnt/zhangyuhao/MSP-ST/mustc/train/wav-split/train_ted_2449_86.wav	86	most host countries don't open up their economies to refugees in the same way.	most host countries don't open up their economies to refugees in the same way.
train_ted_2631_102	/mnt/zhangyuhao/MSP-ST/mustc/train/wav-split/train_ted_2631_102.wav	87	you're going to more likely make the sale if you give them two options.	you're going to more likely make the sale if you give them two options.
train_ted_780_3	/mnt/zhangyuhao/MSP-ST/mustc/train/wav-split/train_ted_780_3.wav	88	and like all good soaps, it jumps 20 years when the audience interest changes.	and like all good soaps, it jumps 20 years when the audience interest changes.
train_ted_1833_6	/mnt/zhangyuhao/MSP-ST/mustc/train/wav-split/train_ted_1833_6.wav	89	and most importantly, true love will find you when you least expect it. "	and most importantly, true love will find you when you least expect it. "
train_ted_1189_78	/mnt/zhangyuhao/MSP-ST/mustc/train/wav-split/train_ted_1189_78.wav	90	there is no equivalent of the al-qaeda, without the terrorism, for democracy across muslim-majority societies.	there is no equivalent of the al-qaeda, without the terrorism, for democracy across muslim-majority societies.
train_ted_428_20	/mnt/zhangyuhao/MSP-ST/mustc/train/wav-split/train_ted_428_20.wav	91	you want to measure it by the time it took to reach maximum body size?	you want to measure it by the time it took to reach maximum body size?
train_ted_2575_134	/mnt/zhangyuhao/MSP-ST/mustc/train/wav-split/train_ted_2575_134.wav	92	it takes showing restraint, too, just when that's the last thing you want to do.	it takes showing restraint, too, just when that's the last thing you want to do.
train_ted_1503_17	/mnt/zhangyuhao/MSP-ST/mustc/train/wav-split/train_ted_1503_17.wav	93	everybody focuses on the things that kill us, and that's what i was focusing on.	everybody focuses on the things that kill us, and that's what i was focusing on.
train_ted_1947_87	/mnt/zhangyuhao/MSP-ST/mustc/train/wav-split/train_ted_1947_87.wav	94	this is what nicole would look like if we weren't doing what we were doing.	this is what nicole would look like if we weren't doing what we were doing.
train_ted_495_208	/mnt/zhangyuhao/MSP-ST/mustc/train/wav-split/train_ted_495_208.wav	95	and i said as a joke — as a joke, i said, "i did the math.	and i said as a joke — as a joke, i said, "i did the math.
train_ted_242_44	/mnt/zhangyuhao/MSP-ST/mustc/train/wav-split/train_ted_242_44.wav	96	this brings me to the last of the big questions: the future of the human race.	this brings me to the last of the big questions: the future of the human race.
train_ted_1174_89	/mnt/zhangyuhao/MSP-ST/mustc/train/wav-split/train_ted_1174_89.wav	97	now if you look at hong kong, they have a very interesting system called octopus there.	now if you look at hong kong, they have a very interesting system called octopus there.
train_ted_1547_21	/mnt/zhangyuhao/MSP-ST/mustc/train/wav-split/train_ted_1547_21.wav	98	basically they went to the ballot boxes to tell that they have nobody to vote for.	basically they went to the ballot boxes to tell that they have nobody to vote for.
train_ted_495_208	/mnt/zhangyuhao/MSP-ST/mustc/train/wav-split/train_ted_495_208.wav	99	and i said as a joke — as a joke, i said, "i did the math.	and i said as a joke — as a joke, i said, "i did the math.
train_ted_688_110	/mnt/zhangyuhao/MSP-ST/mustc/train/wav-split/train_ted_688_110.wav	100	and when, onscreen, crystal got breast cancer, 75,000 more young women went to have mammographies done.	and when, onscreen, crystal got breast cancer, 75,000 more young women went to have mammographies done.
train_ted_1260_41	/mnt/zhangyuhao/MSP-ST/mustc/train/wav-split/train_ted_1260_41.wav	101	(video) test pilot: until the vehicle flies, 75 percent of your risk is that first flight.	(video) test pilot: until the vehicle flies, 75 percent of your risk is that first flight.
train_ted_1852_30	/mnt/zhangyuhao/MSP-ST/mustc/train/wav-split/train_ted_1852_30.wav	102	let's look at why they go so well together, the novel and jealousy, jealousy and proust.	let's look at why they go so well together, the novel and jealousy, jealousy and proust.
train_ted_1159_59	/mnt/zhangyuhao/MSP-ST/mustc/train/wav-split/train_ted_1159_59.wav	103	so in this case, it's an outside projection for singapore on these giant times square-like screens.	so in this case, it's an outside projection for singapore on these giant times square-like screens.
train_ted_917_40	/mnt/zhangyuhao/MSP-ST/mustc/train/wav-split/train_ted_917_40.wav	104	instead, i began to write about people other than me and things that never really happened.	instead, i began to write about people other than me and things that never really happened.
train_ted_842_124	/mnt/zhangyuhao/MSP-ST/mustc/train/wav-split/train_ted_842_124.wav	105	and perhaps this is the ultimate gift of feminism, that the personal is in fact the political.	and perhaps this is the ultimate gift of feminism, that the personal is in fact the political.
train_ted_598_103	/mnt/zhangyuhao/MSP-ST/mustc/train/wav-split/train_ted_598_103.wav	106	wind and solar can't help, because so far we don't have a way to store that energy.	wind and solar can't help, because so far we don't have a way to store that energy.
train_ted_728_77	/mnt/zhangyuhao/MSP-ST/mustc/train/wav-split/train_ted_728_77.wav	107	but we, actually, back in the early '70s, did surveys, and found that gharial were extremely rare.	but we, actually, back in the early '70s, did surveys, and found that gharial were extremely rare.
train_ted_1767_13	/mnt/zhangyuhao/MSP-ST/mustc/train/wav-split/train_ted_1767_13.wav	108	you and your mom should be put in jail. '"i've never been afraid to tell aboody anything.	you and your mom should be put in jail. '"i've never been afraid to tell aboody anything.
train_ted_950_12	/mnt/zhangyuhao/MSP-ST/mustc/train/wav-split/train_ted_950_12.wav	109	you know, like just adjacent to me. he just started asking, "where did you buy the radio?	you know, like just adjacent to me. he just started asking, "where did you buy the radio?
train_ted_647_51	/mnt/zhangyuhao/MSP-ST/mustc/train/wav-split/train_ted_647_51.wav	110	in this room, all this expertise, if we joined it all together, we could change the world.	in this room, all this expertise, if we joined it all together, we could change the world.
train_ted_1032_102	/mnt/zhangyuhao/MSP-ST/mustc/train/wav-split/train_ted_1032_102.wav	111	that's the movement at the moment i'm driving, and that's the movement and ambition of my life.	that's the movement at the moment i'm driving, and that's the movement and ambition of my life.
train_ted_1065_99	/mnt/zhangyuhao/MSP-ST/mustc/train/wav-split/train_ted_1065_99.wav	112	one of the coolest things is, makerbot sent out an upgrade, some new brackets for the box.	one of the coolest things is, makerbot sent out an upgrade, some new brackets for the box.
train_ted_2184_19	/mnt/zhangyuhao/MSP-ST/mustc/train/wav-split/train_ted_2184_19.wav	113	my desire to create a sensor-based technology perhaps stemmed from my lifelong love for sensors and technology.	my desire to create a sensor-based technology perhaps stemmed from my lifelong love for sensors and technology.
train_ted_634_33	/mnt/zhangyuhao/MSP-ST/mustc/train/wav-split/train_ted_634_33.wav	114	in fact he looked like a building we had designed for a hotel in the north of sweden.	in fact he looked like a building we had designed for a hotel in the north of sweden.
train_ted_2524_31	/mnt/zhangyuhao/MSP-ST/mustc/train/wav-split/train_ted_2524_31.wav	115	until a few months ago, guatemala was ruled by corrupt former military officials with ties to organized crime.	until a few months ago, guatemala was ruled by corrupt former military officials with ties to organized crime.
train_ted_209_158	/mnt/zhangyuhao/MSP-ST/mustc/train/wav-split/train_ted_209_158.wav	116	and you ought to come and see it — it's going to be a hell of a story.	and you ought to come and see it — it's going to be a hell of a story.
train_ted_2812_53	/mnt/zhangyuhao/MSP-ST/mustc/train/wav-split/train_ted_2812_53.wav	117	ten pages of math later, we could actually write down the complete analytical solution for this dynamic system.	ten pages of math later, we could actually write down the complete analytical solution for this dynamic system.
train_ted_958_13	/mnt/zhangyuhao/MSP-ST/mustc/train/wav-split/train_ted_958_13.wav	118	and if everything goes smoothly, one to two weeks from now you'll know where the epidemic was today.	and if everything goes smoothly, one to two weeks from now you'll know where the epidemic was today.
train_ted_1634_15	/mnt/zhangyuhao/MSP-ST/mustc/train/wav-split/train_ted_1634_15.wav	119	this very focused time we get to spend together is something we cherish and anticipate the entire year.	this very focused time we get to spend together is something we cherish and anticipate the entire year.
train_ted_853_33	/mnt/zhangyuhao/MSP-ST/mustc/train/wav-split/train_ted_853_33.wav	120	another comment of esther's was that we react when there's a tragedy like haiti, but that tragedy is ongoing.	another comment of esther's was that we react when there's a tragedy like haiti, but that tragedy is ongoing.
train_ted_527_103	/mnt/zhangyuhao/MSP-ST/mustc/train/wav-split/train_ted_527_103.wav	121	it was like, you know, she was there in the class, you know, she was kind of typically french.	it was like, you know, she was there in the class, you know, she was kind of typically french.
train_ted_2435_31	/mnt/zhangyuhao/MSP-ST/mustc/train/wav-split/train_ted_2435_31.wav	122	there is no reason to learn how to show you're paying attention if you are in fact paying attention.	there is no reason to learn how to show you're paying attention if you are in fact paying attention.
train_ted_488_102	/mnt/zhangyuhao/MSP-ST/mustc/train/wav-split/train_ted_488_102.wav	123	and the problem was that: i wanted the entirety of the object, i wanted the weight behind the object.	and the problem was that: i wanted the entirety of the object, i wanted the weight behind the object.
train_ted_1983_12	/mnt/zhangyuhao/MSP-ST/mustc/train/wav-split/train_ted_1983_12.wav	124	and i did, in the end, find that inspiration, but i found it in the most unlikely and unexpected place.	and i did, in the end, find that inspiration, but i found it in the most unlikely and unexpected place.
train_ted_2395_54	/mnt/zhangyuhao/MSP-ST/mustc/train/wav-split/train_ted_2395_54.wav	125	we call them sacred, and we do our best to cherish them, to protect them and to keep them safe.	we call them sacred, and we do our best to cherish them, to protect them and to keep them safe.
train_ted_1398_45	/mnt/zhangyuhao/MSP-ST/mustc/train/wav-split/train_ted_1398_45.wav	126	long ago, you kissed the names of the nine muses good-bye and you watched the quadratic equation pack its bag.	long ago, you kissed the names of the nine muses good-bye and you watched the quadratic equation pack its bag.
train_ted_8787_44	/mnt/zhangyuhao/MSP-ST/mustc/train/wav-split/train_ted_8787_44.wav	127	in niger, i was amazed to see how the locals learned how to exploit a different kind of desert spring.	in niger, i was amazed to see how the locals learned how to exploit a different kind of desert spring.
train_ted_998_80	/mnt/zhangyuhao/MSP-ST/mustc/train/wav-split/train_ted_998_80.wav	128	the president of the maldives conducted a mock cabinet meeting underwater recently to highlight the dire straits of these countries.	the president of the maldives conducted a mock cabinet meeting underwater recently to highlight the dire straits of these countries.
train_ted_2826_51	/mnt/zhangyuhao/MSP-ST/mustc/train/wav-split/train_ted_2826_51.wav	129	now, this was a crammed in section that had representations of black people in painting and black people who painted.	now, this was a crammed in section that had representations of black people in painting and black people who painted.
train_ted_2068_7	/mnt/zhangyuhao/MSP-ST/mustc/train/wav-split/train_ted_2068_7.wav	130	at 19, i helped a friend whose parents had forcefully married her to an older man escape an abusive marriage.	at 19, i helped a friend whose parents had forcefully married her to an older man escape an abusive marriage.
train_ted_2353_128	/mnt/zhangyuhao/MSP-ST/mustc/train/wav-split/train_ted_2353_128.wav	131	the story, by the way, has been translated and published across several european countries, and certainly will continue to do.	the story, by the way, has been translated and published across several european countries, and certainly will continue to do.
train_ted_450_68	/mnt/zhangyuhao/MSP-ST/mustc/train/wav-split/train_ted_450_68.wav	132	so even this, although it was great with no moving parts — we could achieve high temperatures — wasn't enough.	so even this, although it was great with no moving parts — we could achieve high temperatures — wasn't enough.
train_ted_2042_7	/mnt/zhangyuhao/MSP-ST/mustc/train/wav-split/train_ted_2042_7.wav	133	it was a ridiculous thing to do, really, but i couldn't think of anything else, and so there i stood.	it was a ridiculous thing to do, really, but i couldn't think of anything else, and so there i stood.
train_ted_292_4	/mnt/zhangyuhao/MSP-ST/mustc/train/wav-split/train_ted_292_4.wav	134	it's a competition we're holding, the second x prize, for the first team to sequence 100 human genomes in 10 days.	it's a competition we're holding, the second x prize, for the first team to sequence 100 human genomes in 10 days.
train_ted_2642_34	/mnt/zhangyuhao/MSP-ST/mustc/train/wav-split/train_ted_2642_34.wav	135	she put the seeds in her belly — somehow — and her belly grew really big, and there i was. "	she put the seeds in her belly — somehow — and her belly grew really big, and there i was. "
train_ted_1147_119	/mnt/zhangyuhao/MSP-ST/mustc/train/wav-split/train_ted_1147_119.wav	136	the british government — any government is potentially the worst client in the world you could ever possibly want to have.	the british government — any government is potentially the worst client in the world you could ever possibly want to have.
train_ted_59_87	/mnt/zhangyuhao/MSP-ST/mustc/train/wav-split/train_ted_59_87.wav	137	i want to argue that though africa is not the front line in the war against terror, it could be soon.	i want to argue that though africa is not the front line in the war against terror, it could be soon.
train_ted_1036_136	/mnt/zhangyuhao/MSP-ST/mustc/train/wav-split/train_ted_1036_136.wav	138	av: a quick bonus taboo for you, that we should not be working together, especially with three children — and we are.	av: a quick bonus taboo for you, that we should not be working together, especially with three children — and we are.
train_ted_1537_0	/mnt/zhangyuhao/MSP-ST/mustc/train/wav-split/train_ted_1537_0.wav	139	two years ago, i was invited as an artist to participate in an exhibition commemorating 100 years of islamic art in europe.	two years ago, i was invited as an artist to participate in an exhibition commemorating 100 years of islamic art in europe.
train_ted_1875_16	/mnt/zhangyuhao/MSP-ST/mustc/train/wav-split/train_ted_1875_16.wav	140	it took me several years, but with the help of an incredibly supportive family, i finally decided life was still worth living.	it took me several years, but with the help of an incredibly supportive family, i finally decided life was still worth living.
train_ted_213_15	/mnt/zhangyuhao/MSP-ST/mustc/train/wav-split/train_ted_213_15.wav	141	very egotistical: he carries only one or two people and he asks always for more infrastructure. freeways. he's a very demanding person.	very egotistical: he carries only one or two people and he asks always for more infrastructure. freeways. he's a very demanding person.
train_ted_715_284	/mnt/zhangyuhao/MSP-ST/mustc/train/wav-split/train_ted_715_284.wav	142	and every one of these birds that makes the crossing from india to east africa eats insects, large insects, the size of dragonflies.	and every one of these birds that makes the crossing from india to east africa eats insects, large insects, the size of dragonflies.
